accommodates,bathrooms,bedrooms,latitude,longitude,room_type,review_scores_rating,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_listings_count,host_response_rate,property_type,neighbourhood,cleanliness_rating,communication_rating,value_rating,cancellation_policy,instant_bookable,host_is_superhost,bathrooms_text,review_scores_accuracy,review_scores_cleanliness,price
4,2.17,1,40.71135,-74.01648,Private room,68,10,15,335,4,7,74.9,Apartment,Queens,9.8,7.3,9.8,strict,0,1,2.2 baths,7.6,7.3,295.78
5,1.92,2,40.6932,-74.00829,Entire home/apt,92,1,16,251,2,2,85.7,House,Brooklyn,7.7,8.8,8.7,moderate,0,1,1.9 bath,9.4,7.5,300.0
5,1.76,1,40.6877,-74.01806,Private room,51,1,27,256,50,9,86.7,House,Brooklyn,9.1,8.5,9.6,flexible,0,1,1.8 bath,7.9,9.7,300.0
5,1.45,2,40.70542,-74.00496,Entire home/apt,69,1,23,314,1,7,75.8,Apartment,Staten Island,7.1,7.3,7.3,flexible,0,0,1.4 bath,8.1,9.7,300.0
1,2.37,1,40.70703,-73.97988,Entire home/apt,80,10,19,261,36,6,90.2,Apartment,Queens,9.7,9.1,9.1,flexible,1,1,2.4 baths,7.3,9.8,225.96
3,2.44,1,40.69108,-73.9959,Entire home/apt,63,9,27,346,44,7,87.5,Apartment,Manhattan,9.0,7.9,8.7,moderate,0,1,2.4 shared bath,8.0,7.7,300.0
1,1.55,1,40.69873,-73.99003,Entire home/apt,82,8,19,203,30,5,89.5,Apartment,Brooklyn,9.0,8.0,8.4,flexible,1,1,1.6 shared bath,8.4,7.5,214.61
3,2.58,3,40.68198,-74.00666,Shared room,54,1,22,236,32,3,70.5,House,Brooklyn,7.5,9.1,7.5,flexible,1,0,2.6 shared bath,9.8,9.8,300.0
5,2.71,1,40.69561,-74.01406,Entire home/apt,90,7,22,327,31,5,72.7,Condo,Queens,7.4,8.1,7.6,flexible,1,1,2.7 bath,7.0,7.2,300.0
5,2.84,3,40.69764,-73.99716,Entire home/apt,97,10,14,212,2,6,76.0,Condo,Brooklyn,8.1,8.0,7.3,flexible,0,0,2.8 shared bath,8.2,9.2,300.0
4,1.32,3,40.70163,-73.99922,Entire home/apt,55,4,21,285,37,10,81.2,Apartment,Queens,7.9,9.6,7.7,moderate,0,1,1.3 shared bath,8.1,9.1,292.88
3,1.61,3,40.72216,-73.98367,Entire home/apt,97,8,12,226,15,1,83.6,Condo,Manhattan,7.2,8.8,9.4,moderate,1,1,1.6 shared bath,9.3,10.0,300.0
5,2.72,2,40.68821,-73.98104,Entire home/apt,80,3,11,251,36,3,83.8,House,Queens,9.6,9.3,8.6,strict,0,1,2.7 shared bath,8.4,7.7,300.0
2,1.4,1,40.71502,-73.98569,Entire home/apt,79,9,30,238,40,3,97.9,Apartment,Brooklyn,8.9,8.4,8.3,strict,1,1,1.4 baths,9.3,8.9,231.77
4,1.01,1,40.69418,-73.96865,Private room,56,5,11,216,19,5,98.4,Condo,Manhattan,7.4,8.1,7.7,strict,1,0,1.0 baths,8.2,9.1,252.01
1,2.74,1,40.69317,-73.99907,Entire home/apt,72,2,10,358,17,6,74.7,House,Queens,9.7,7.7,7.2,moderate,0,1,2.7 bath,9.6,8.2,236.01
4,1.65,3,40.71044,-73.99044,Entire home/apt,100,7,11,301,19,7,71.5,Apartment,Manhattan,8.1,9.0,8.7,flexible,1,0,1.6 bath,7.3,7.7,300.0
2,1.83,1,40.69302,-73.98168,Entire home/apt,92,9,23,317,13,4,88.6,House,Queens,7.5,7.4,8.9,strict,1,0,1.8 shared bath,9.6,7.2,251.21
3,1.89,3,40.69109,-73.98748,Private room,88,8,30,214,22,2,81.4,Apartment,Staten Island,9.7,8.6,9.3,flexible,1,0,1.9 shared bath,9.8,8.4,289.66
1,2.7,3,40.70608,-73.98499,Shared room,86,9,15,205,44,3,76.0,Apartment,Staten Island,9.3,7.5,7.5,flexible,0,1,2.7 bath,8.0,9.5,220.86
1,1.68,3,40.70472,-73.99893,Entire home/apt,71,2,20,312,17,2,73.7,Apartment,Queens,9.8,9.5,8.7,moderate,0,1,1.7 bath,9.1,7.6,235.24
3,2.78,3,40.69471,-74.00098,Private room,60,10,26,314,25,8,83.6,House,Brooklyn,8.2,8.8,7.0,flexible,0,1,2.8 shared bath,7.6,9.3,300.0
4,2.23,1,40.71797,-74.00446,Entire home/apt,63,8,28,269,5,9,93.9,Apartment,Brooklyn,9.5,7.9,9.1,flexible,1,1,2.2 bath,7.7,7.2,300.0
5,2.05,3,40.69498,-74.00293,Private room,89,8,15,241,15,8,76.2,Apartment,Staten Island,7.0,7.4,7.4,moderate,1,0,2.0 shared bath,8.9,9.7,300.0
4,1.65,2,40.68407,-73.99929,Entire home/apt,70,5,10,273,9,5,99.9,Condo,Manhattan,9.8,10.0,7.3,strict,1,1,1.6 shared bath,7.0,8.7,300.0
2,1.49,2,40.68827,-74.01003,Entire home/apt,56,10,13,213,17,1,76.8,Apartment,Manhattan,8.2,9.7,8.3,flexible,1,1,1.5 bath,9.9,7.0,267.66
5,2.25,2,40.68795,-74.01674,Entire home/apt,61,9,23,311,49,5,85.0,Apartment,Bronx,7.8,8.7,8.0,strict,1,1,2.2 shared bath,9.7,8.8,300.0
4,1.89,3,40.69625,-74.01726,Private room,54,10,14,269,36,9,90.6,Apartment,Brooklyn,9.0,8.8,8.2,strict,1,1,1.9 baths,9.4,9.6,300.0
3,2.82,1,40.7143,-73.98076,Entire home/apt,57,4,17,256,43,3,76.6,Apartment,Staten Island,8.9,8.2,7.2,flexible,1,1,2.8 baths,8.6,7.8,290.05
2,1.98,1,40.68184,-74.00637,Shared room,68,2,20,267,22,9,97.2,Condo,Brooklyn,8.6,8.3,9.3,flexible,1,0,2.0 baths,8.6,8.0,224.49
2,2.02,3,40.717,-73.99096,Entire home/apt,72,5,28,248,1,8,90.8,Apartment,Brooklyn,9.2,9.2,9.0,moderate,0,0,2.0 baths,7.1,8.8,285.57
2,1.83,3,40.69289,-74.00221,Private room,89,8,17,315,3,4,90.4,House,Brooklyn,7.8,9.0,9.1,flexible,0,1,1.8 shared bath,9.5,8.8,275.5
5,2.58,3,40.69411,-73.9801,Entire home/apt,95,3,15,281,27,6,74.5,Apartment,Queens,8.4,9.6,7.7,flexible,0,1,2.6 bath,7.4,9.5,300.0
1,1.85,2,40.69193,-74.01881,Private room,60,10,21,236,41,5,74.2,Apartment,Queens,7.7,8.4,9.0,flexible,0,1,1.9 bath,9.2,7.0,180.94
5,1.54,3,40.69461,-74.00265,Entire home/apt,91,2,26,301,0,10,76.3,Apartment,Manhattan,7.7,7.2,8.9,moderate,1,1,1.5 bath,7.5,9.4,300.0
4,2.72,3,40.69734,-74.00774,Entire home/apt,84,10,22,323,36,7,85.0,House,Bronx,9.5,9.5,9.3,flexible,0,1,2.7 baths,7.7,7.7,300.0
1,2.19,1,40.69848,-74.00011,Entire home/apt,74,2,29,331,21,8,96.7,House,Brooklyn,7.1,9.3,8.7,moderate,0,1,2.2 shared bath,7.0,9.0,220.95
4,2.18,1,40.70267,-73.98632,Private room,89,4,29,351,35,8,78.7,Apartment,Manhattan,8.5,7.9,7.3,strict,0,1,2.2 baths,7.2,9.6,300.0
1,2.22,2,40.6788,-74.00152,Entire home/apt,59,4,30,280,6,3,88.2,House,Brooklyn,7.5,8.5,8.2,strict,0,1,2.2 baths,9.4,8.0,235.79
5,2.44,2,40.69839,-74.00903,Entire home/apt,74,3,11,361,49,8,99.2,Apartment,Manhattan,8.0,7.3,7.5,flexible,1,1,2.4 baths,8.5,9.4,300.0
2,1.63,2,40.70469,-74.00004,Private room,55,4,25,203,15,7,91.4,Apartment,Brooklyn,7.3,8.4,7.6,moderate,0,0,1.6 bath,9.8,7.7,220.24
3,1.07,2,40.69915,-74.00474,Entire home/apt,53,9,23,363,16,1,98.4,Condo,Manhattan,7.8,9.0,7.3,flexible,0,0,1.1 shared bath,7.2,7.7,271.13
2,2.62,3,40.69711,-73.99303,Entire home/apt,97,10,15,224,21,6,97.6,Apartment,Bronx,8.2,9.1,7.1,flexible,1,1,2.6 bath,9.2,9.5,300.0
5,1.26,3,40.69474,-74.03828,Entire home/apt,54,1,11,246,46,4,82.7,Apartment,Manhattan,9.8,9.1,8.9,moderate,1,0,1.3 bath,8.5,7.2,300.0
1,2.44,2,40.71044,-74.00522,Private room,99,6,16,266,24,10,72.3,Apartment,Brooklyn,8.7,7.8,7.2,strict,0,0,2.4 shared bath,7.5,7.0,219.0
2,1.16,2,40.70461,-73.99915,Entire home/apt,64,10,21,301,5,7,76.1,Apartment,Manhattan,7.0,7.1,7.9,flexible,1,0,1.2 bath,9.6,8.0,250.26
5,1.75,1,40.69771,-73.98822,Entire home/apt,90,4,10,333,9,7,95.1,House,Queens,7.7,7.2,7.5,flexible,0,1,1.8 bath,8.2,7.5,300.0
4,1.13,1,40.70507,-73.98651,Entire home/apt,91,8,18,254,50,9,73.9,House,Manhattan,9.8,9.5,8.4,strict,1,1,1.1 bath,8.7,8.3,300.0
3,2.04,1,40.70915,-74.0101,Private room,100,8,22,271,14,2,74.7,Apartment,Queens,9.3,9.5,8.3,moderate,0,0,2.0 bath,9.2,9.5,274.35
2,2.31,2,40.6862,-74.00633,Private room,86,5,14,279,18,8,89.4,House,Queens,9.3,7.1,9.9,flexible,1,1,2.3 shared bath,7.3,7.0,256.04
1,1.34,1,40.70493,-74.02527,Private room,94,2,13,305,1,9,93.6,Apartment,Brooklyn,7.7,9.2,8.3,flexible,1,0,1.3 shared bath,7.9,7.2,191.73
4,1.74,2,40.69149,-73.9983,Entire home/apt,84,6,25,201,13,2,93.2,Apartment,Brooklyn,8.0,9.0,8.2,flexible,1,1,1.7 bath,9.6,7.7,300.0
5,2.86,3,40.71283,-73.96268,Entire home/apt,95,10,10,305,0,7,77.1,House,Bronx,7.8,8.3,9.5,moderate,1,1,2.9 bath,7.5,7.9,300.0
3,1.88,2,40.69036,-73.99714,Entire home/apt,75,9,21,227,19,4,81.7,Apartment,Manhattan,8.4,8.1,9.9,flexible,0,1,1.9 bath,9.4,7.4,300.0
1,2.61,3,40.69965,-74.01037,Private room,79,7,25,237,36,6,76.0,House,Queens,9.2,8.5,9.5,flexible,0,1,2.6 bath,7.3,7.7,230.99
5,2.85,3,40.70266,-73.99743,Entire home/apt,72,6,21,217,36,6,79.8,House,Brooklyn,7.9,8.5,7.4,strict,1,0,2.9 shared bath,7.6,8.7,300.0
5,2.95,2,40.68135,-74.03071,Entire home/apt,75,2,10,289,22,1,80.7,Condo,Queens,9.1,9.5,9.6,flexible,0,0,3.0 shared bath,8.6,8.8,300.0
2,2.8,1,40.67907,-73.98871,Private room,93,10,21,242,41,3,82.4,House,Brooklyn,8.1,8.4,7.7,flexible,1,0,2.8 baths,8.7,8.4,278.9
2,1.63,2,40.69572,-73.9803,Shared room,93,6,16,341,8,1,83.3,Condo,Bronx,10.0,8.8,8.1,moderate,1,1,1.6 baths,8.9,9.1,217.84
1,2.93,1,40.71671,-74.00318,Entire home/apt,60,2,25,330,36,4,94.1,House,Manhattan,8.2,8.2,9.9,flexible,1,1,2.9 shared bath,7.5,7.2,255.85
5,2.62,3,40.69809,-74.01247,Shared room,52,5,16,320,3,5,70.6,House,Bronx,9.6,8.6,8.1,flexible,1,1,2.6 bath,9.5,7.7,300.0
2,2.67,3,40.70473,-74.00652,Entire home/apt,57,3,20,350,34,9,82.5,Condo,Queens,9.4,8.0,8.8,flexible,0,1,2.7 shared bath,7.5,9.3,295.5
3,1.03,3,40.66875,-74.00562,Private room,65,2,21,291,32,7,97.0,House,Queens,7.8,8.5,10.0,moderate,1,1,1.0 shared bath,9.6,8.8,245.21
3,2.91,3,40.7083,-73.99233,Shared room,67,9,24,283,0,9,70.3,Condo,Staten Island,7.7,7.7,9.6,strict,0,1,2.9 bath,8.3,8.5,300.0
5,2.56,2,40.70489,-73.99601,Private room,59,5,16,269,4,1,88.2,Apartment,Manhattan,7.6,8.1,7.4,moderate,1,0,2.6 baths,8.8,9.0,300.0
2,2.54,3,40.70655,-74.00139,Entire home/apt,64,4,30,305,38,1,84.4,Apartment,Manhattan,8.5,9.0,7.4,flexible,0,0,2.5 shared bath,8.0,7.9,300.0
1,1.16,1,40.70039,-73.99998,Entire home/apt,83,10,30,260,48,2,82.3,Apartment,Manhattan,7.4,7.8,9.4,flexible,0,1,1.2 baths,8.0,7.4,206.55
1,1.47,1,40.6872,-74.00975,Private room,90,1,10,212,28,6,90.0,Apartment,Brooklyn,9.0,9.9,9.5,flexible,1,0,1.5 baths,7.8,7.4,201.61
1,2.92,3,40.69242,-73.99082,Private room,97,1,26,216,26,1,76.3,House,Brooklyn,9.4,9.5,7.4,flexible,1,1,2.9 shared bath,7.5,8.8,274.09
3,2.0,2,40.69089,-73.99979,Entire home/apt,96,6,20,248,3,7,72.3,House,Brooklyn,8.3,7.8,8.1,flexible,1,1,2.0 baths,8.1,8.4,300.0
2,1.8,3,40.70543,-74.02344,Private room,66,10,21,325,24,2,78.9,Condo,Manhattan,9.7,9.3,8.1,moderate,1,1,1.8 baths,7.6,9.4,263.05
2,2.68,3,40.69766,-73.98902,Private room,82,3,20,309,19,9,80.0,Condo,Staten Island,8.2,8.8,9.1,flexible,0,1,2.7 bath,9.8,9.1,273.06
3,1.17,1,40.70827,-74.00445,Entire home/apt,54,2,11,329,38,3,73.9,Apartment,Manhattan,7.1,8.8,7.5,moderate,1,0,1.2 baths,8.8,7.2,258.2
1,1.83,2,40.70622,-74.00614,Shared room,60,9,18,200,39,10,83.7,Apartment,Brooklyn,8.0,8.0,7.5,flexible,0,0,1.8 shared bath,9.4,7.6,189.8
1,1.75,2,40.71755,-73.97273,Shared room,92,8,24,223,17,5,79.7,Condo,Staten Island,9.5,8.1,7.9,flexible,1,0,1.8 baths,8.7,8.3,203.91
5,1.7,1,40.70106,-73.99374,Entire home/apt,73,5,23,344,19,5,82.3,Apartment,Brooklyn,7.7,7.6,9.9,moderate,1,0,1.7 shared bath,9.0,8.6,300.0
4,1.62,1,40.69773,-73.98997,Private room,82,10,12,313,24,6,76.0,Condo,Brooklyn,8.4,7.2,8.6,moderate,0,0,1.6 shared bath,8.6,10.0,283.6
2,1.42,1,40.70093,-74.00885,Entire home/apt,50,8,27,215,17,6,93.7,Apartment,Queens,7.8,8.1,8.0,flexible,1,0,1.4 bath,7.9,9.7,223.42
2,1.35,2,40.6733,-74.00883,Entire home/apt,76,9,13,314,12,4,97.2,Condo,Staten Island,8.0,9.3,9.4,strict,0,0,1.4 shared bath,8.4,7.7,219.45
2,2.28,1,40.69626,-73.9786,Private room,62,5,21,261,28,7,82.8,Apartment,Queens,8.0,8.2,7.7,moderate,1,0,2.3 shared bath,7.1,9.1,217.3
4,2.84,1,40.70608,-73.96292,Entire home/apt,61,10,21,341,39,3,93.0,House,Queens,9.6,9.2,9.0,flexible,1,1,2.8 bath,9.1,9.1,300.0
5,2.02,1,40.697,-73.98583,Entire home/apt,98,7,16,220,13,3,97.8,Condo,Manhattan,8.6,9.2,9.4,flexible,0,1,2.0 baths,9.1,9.6,300.0
4,1.6,3,40.69746,-74.03806,Private room,73,10,29,211,34,2,77.9,House,Manhattan,9.3,10.0,8.7,flexible,1,1,1.6 shared bath,9.6,7.7,300.0
1,1.32,2,40.69692,-74.01121,Entire home/apt,87,9,21,245,36,7,93.7,Condo,Queens,9.8,7.1,8.6,flexible,1,1,1.3 shared bath,8.0,8.7,212.59
1,2.66,2,40.71577,-74.00093,Entire home/apt,98,4,27,344,22,4,98.8,Apartment,Queens,9.0,9.2,7.4,strict,0,1,2.7 shared bath,7.9,8.6,251.39
2,2.94,3,40.70264,-74.00231,Entire home/apt,59,6,13,212,26,4,81.1,House,Manhattan,8.5,7.2,8.8,moderate,1,1,2.9 baths,8.5,9.2,300.0
3,1.7,2,40.69834,-74.00235,Entire home/apt,68,3,24,284,25,5,77.0,Apartment,Brooklyn,7.7,8.3,8.2,moderate,0,0,1.7 shared bath,8.8,9.5,287.65
2,1.58,1,40.72413,-74.02136,Private room,66,4,20,303,46,6,83.5,Apartment,Bronx,8.3,8.2,8.4,strict,1,1,1.6 bath,9.1,9.5,189.77
3,2.2,3,40.68676,-73.97116,Entire home/apt,53,2,29,331,6,6,94.3,Apartment,Manhattan,9.2,9.7,8.4,strict,1,1,2.2 shared bath,7.5,8.4,300.0
4,2.55,1,40.69306,-73.99158,Private room,52,4,30,266,18,5,88.5,House,Queens,9.8,9.6,8.8,flexible,1,0,2.5 shared bath,7.9,9.6,300.0
1,1.91,1,40.68905,-74.01145,Entire home/apt,59,8,22,305,34,1,81.0,Condo,Brooklyn,7.9,9.9,8.6,moderate,0,0,1.9 shared bath,8.7,8.5,221.24
3,2.26,1,40.69218,-74.0087,Entire home/apt,75,2,13,273,11,1,86.8,House,Manhattan,7.7,8.3,7.7,flexible,0,0,2.3 shared bath,7.8,7.2,300.0
4,2.43,1,40.71234,-73.99091,Entire home/apt,82,10,21,364,26,10,86.3,Apartment,Manhattan,8.2,9.4,9.5,flexible,1,0,2.4 bath,8.5,8.7,300.0
1,2.92,2,40.68981,-74.00381,Entire home/apt,62,4,30,232,48,1,72.8,House,Brooklyn,7.5,7.9,9.2,flexible,1,1,2.9 shared bath,7.8,8.4,272.4
3,1.33,3,40.70016,-73.99806,Private room,79,5,25,290,41,7,96.0,Condo,Queens,7.4,7.8,7.5,flexible,0,1,1.3 shared bath,8.6,8.3,251.46
2,2.99,3,40.70459,-73.99362,Entire home/apt,92,7,29,349,46,1,76.7,House,Manhattan,7.7,9.7,7.3,flexible,1,1,3.0 bath,9.2,7.5,300.0
2,1.78,1,40.70676,-74.00768,Entire home/apt,53,6,17,286,6,7,84.4,Apartment,Bronx,8.1,9.1,7.8,flexible,0,1,1.8 baths,7.7,9.8,212.87
2,2.45,3,40.69326,-73.97406,Entire home/apt,100,9,13,351,48,7,83.5,Condo,Brooklyn,9.0,9.8,9.1,strict,1,1,2.5 shared bath,9.2,7.5,300.0
4,2.14,3,40.70546,-74.03525,Entire home/apt,99,10,10,313,12,4,80.4,Condo,Manhattan,7.6,9.6,9.3,moderate,1,0,2.1 shared bath,8.9,9.8,300.0
2,1.97,1,40.69524,-74.01164,Private room,85,10,14,348,2,6,87.8,House,Brooklyn,7.5,8.9,9.4,flexible,0,0,2.0 shared bath,9.0,8.0,239.22
5,2.4,1,40.69995,-73.98778,Entire home/apt,58,10,25,213,13,10,90.0,Condo,Staten Island,7.9,8.9,7.3,flexible,1,0,2.4 bath,9.5,9.2,300.0
1,1.79,2,40.6891,-74.01028,Private room,82,7,28,290,31,3,84.2,House,Brooklyn,8.0,7.9,8.9,flexible,1,0,1.8 bath,8.9,7.9,230.61
4,1.25,2,40.68674,-74.00242,Private room,74,7,30,330,35,6,71.2,Condo,Brooklyn,9.4,8.3,9.2,moderate,1,1,1.2 bath,8.6,9.6,281.59
2,1.98,1,40.70338,-73.98132,Entire home/apt,79,1,13,236,2,4,88.2,House,Brooklyn,7.5,9.2,7.1,flexible,1,1,2.0 bath,7.7,8.1,275.24
1,2.04,2,40.72373,-73.99285,Private room,57,2,11,237,4,9,82.7,Apartment,Queens,8.3,7.6,8.3,flexible,1,1,2.0 baths,8.1,7.5,191.65
3,1.4,2,40.69659,-73.99819,Entire home/apt,53,8,19,294,24,7,93.2,Apartment,Manhattan,9.5,7.2,9.4,flexible,0,0,1.4 shared bath,7.3,7.4,292.67
2,2.87,3,40.69958,-73.98244,Private room,67,8,14,343,17,8,70.4,Apartment,Staten Island,9.4,7.3,9.8,moderate,1,0,2.9 baths,8.6,7.3,272.24
1,1.45,1,40.70603,-74.00858,Private room,81,2,18,300,44,6,89.2,Apartment,Bronx,8.6,7.7,7.6,flexible,1,0,1.4 bath,7.5,9.1,176.28
5,1.82,3,40.71054,-73.99349,Private room,80,5,23,315,47,6,88.6,House,Bronx,9.6,7.3,9.0,flexible,0,1,1.8 bath,7.4,7.1,300.0
3,1.31,3,40.71105,-73.99229,Entire home/apt,89,8,29,240,29,5,97.8,House,Queens,8.9,7.3,7.8,strict,0,1,1.3 baths,9.3,7.9,291.68
5,2.07,1,40.70534,-74.01746,Entire home/apt,69,5,26,234,47,7,76.2,Apartment,Brooklyn,9.2,7.2,9.4,flexible,1,0,2.1 shared bath,8.9,7.1,300.0
1,1.62,3,40.69825,-74.01279,Entire home/apt,92,6,28,328,37,5,95.6,Apartment,Brooklyn,9.9,8.4,8.7,flexible,0,0,1.6 bath,8.7,7.6,260.97
5,1.98,2,40.7068,-74.02567,Entire home/apt,57,5,30,307,2,6,92.9,House,Brooklyn,7.9,9.7,7.4,flexible,1,1,2.0 shared bath,9.5,9.4,300.0
1,1.45,2,40.70391,-73.99594,Entire home/apt,77,2,20,232,13,10,91.2,Apartment,Manhattan,7.6,9.1,8.1,strict,1,0,1.4 baths,7.5,7.2,231.39
1,1.11,2,40.69939,-73.98136,Private room,69,6,26,266,10,4,81.9,House,Manhattan,8.5,8.6,8.3,strict,0,1,1.1 baths,9.3,8.1,191.32
5,2.56,2,40.70913,-74.01197,Entire home/apt,54,9,25,269,42,10,93.0,Apartment,Manhattan,7.4,9.7,7.9,moderate,1,0,2.6 baths,9.9,9.4,300.0
1,2.28,2,40.70427,-74.03531,Entire home/apt,95,2,15,250,22,8,93.5,Condo,Manhattan,7.7,7.1,7.6,flexible,1,0,2.3 bath,9.3,8.4,269.06
2,1.68,3,40.693,-74.00074,Private room,77,6,17,220,31,6,99.6,Apartment,Manhattan,9.5,7.5,8.2,moderate,1,1,1.7 shared bath,7.3,9.8,249.4
1,1.09,1,40.68935,-73.98201,Private room,99,10,16,305,43,4,88.0,Apartment,Queens,7.4,9.3,8.5,moderate,1,0,1.1 bath,9.1,9.7,177.12
4,2.73,3,40.68409,-74.00529,Entire home/apt,55,6,15,230,29,10,77.1,House,Manhattan,9.3,8.8,8.0,flexible,0,1,2.7 shared bath,8.4,9.7,300.0
1,1.34,3,40.69058,-73.99215,Private room,54,8,25,269,8,8,96.7,House,Queens,7.4,9.0,9.6,flexible,0,0,1.3 bath,9.7,7.8,191.33
4,2.86,2,40.70031,-74.03322,Shared room,81,5,11,348,34,1,97.2,Condo,Brooklyn,8.9,8.3,7.9,strict,0,0,2.9 shared bath,8.4,9.0,300.0
1,1.96,2,40.71025,-73.99144,Private room,94,10,16,310,18,6,93.1,Condo,Staten Island,7.5,7.8,7.5,flexible,1,1,2.0 bath,9.3,9.0,207.55
1,1.68,3,40.69884,-73.97706,Entire home/apt,94,1,14,259,48,10,85.1,Apartment,Queens,7.4,8.1,8.5,flexible,0,1,1.7 shared bath,7.9,8.0,230.91
5,2.48,3,40.70295,-73.97226,Entire home/apt,50,7,13,226,33,6,75.1,Apartment,Brooklyn,7.1,8.8,10.0,flexible,0,1,2.5 bath,7.8,7.5,300.0
2,2.75,1,40.70601,-73.98508,Entire home/apt,63,2,18,354,44,3,99.2,Apartment,Queens,7.5,7.4,7.1,strict,1,0,2.8 baths,9.0,8.2,253.78
2,1.74,1,40.68784,-73.9617,Entire home/apt,87,10,25,330,4,1,70.5,Apartment,Brooklyn,7.6,8.5,7.8,moderate,1,1,1.7 shared bath,7.2,7.5,256.63
3,1.81,1,40.69568,-73.98695,Private room,96,9,26,244,31,9,99.9,House,Brooklyn,8.5,8.3,7.7,flexible,1,0,1.8 baths,9.5,7.4,280.98
5,1.87,1,40.68837,-74.00145,Entire home/apt,67,8,28,238,16,6,81.7,House,Queens,10.0,8.7,8.6,flexible,1,1,1.9 baths,7.0,9.1,300.0
5,2.84,1,40.69663,-74.00701,Entire home/apt,93,9,19,288,36,1,74.0,House,Bronx,7.1,9.9,7.5,moderate,1,1,2.8 shared bath,8.2,8.7,300.0
2,2.39,2,40.70265,-74.02463,Private room,98,7,29,356,47,4,85.2,Apartment,Staten Island,9.8,8.7,8.3,flexible,1,1,2.4 baths,8.3,7.6,251.05
5,1.5,1,40.70078,-74.00957,Entire home/apt,94,8,10,313,6,3,81.3,Condo,Queens,9.5,9.0,9.3,moderate,1,0,1.5 bath,7.6,8.7,300.0
2,1.37,3,40.69177,-74.01648,Private room,85,7,11,282,32,6,71.4,Apartment,Staten Island,7.9,8.9,9.0,flexible,1,1,1.4 shared bath,10.0,8.9,227.71
5,1.46,2,40.70546,-73.98811,Entire home/apt,58,6,28,340,39,9,90.9,Condo,Brooklyn,8.1,9.4,9.8,strict,1,0,1.5 baths,7.8,8.2,300.0
1,1.53,3,40.70263,-74.01759,Private room,87,5,27,264,5,4,78.0,House,Manhattan,7.7,9.3,9.5,moderate,1,1,1.5 shared bath,9.9,8.6,231.12
2,1.46,2,40.70429,-74.01545,Shared room,80,6,28,313,18,7,98.2,Apartment,Brooklyn,8.5,7.2,9.6,moderate,0,0,1.5 baths,10.0,7.9,212.24
2,2.32,2,40.70156,-73.98563,Entire home/apt,79,3,20,300,35,8,71.9,Apartment,Bronx,7.3,9.1,7.8,flexible,1,1,2.3 baths,7.7,9.5,281.97
4,1.23,1,40.69249,-74.00805,Entire home/apt,74,4,24,208,29,2,82.3,House,Queens,9.2,9.3,7.3,moderate,1,0,1.2 bath,7.9,7.1,295.26
5,1.77,3,40.68787,-73.98725,Shared room,82,1,13,278,18,10,100.0,Apartment,Manhattan,7.4,8.8,8.1,flexible,0,0,1.8 baths,7.5,7.8,300.0
5,2.25,1,40.70389,-73.97362,Entire home/apt,88,8,27,298,35,3,95.4,Condo,Brooklyn,7.2,8.2,8.2,flexible,0,0,2.2 bath,9.3,9.3,300.0
2,1.58,3,40.70424,-74.0139,Entire home/apt,59,4,20,292,25,2,80.2,Condo,Queens,8.0,8.7,9.5,flexible,1,1,1.6 baths,7.9,7.3,269.01
1,1.13,3,40.70077,-73.99529,Entire home/apt,71,7,18,244,18,7,72.7,House,Staten Island,9.0,9.4,9.7,strict,0,0,1.1 shared bath,9.1,9.0,224.71
1,1.16,1,40.72104,-73.95622,Entire home/apt,58,2,25,205,24,3,72.1,Apartment,Brooklyn,8.4,9.3,9.7,flexible,1,1,1.2 shared bath,9.3,9.6,194.41
1,1.25,1,40.69541,-73.99009,Entire home/apt,91,7,27,300,29,3,93.2,Condo,Staten Island,7.3,8.6,7.1,flexible,0,1,1.2 bath,8.5,9.5,191.02
5,2.67,2,40.70343,-73.98596,Entire home/apt,60,8,17,304,4,5,78.5,House,Brooklyn,8.5,8.4,7.7,moderate,1,1,2.7 shared bath,7.3,8.0,300.0
4,2.32,2,40.70112,-74.00181,Shared room,79,3,29,315,11,5,74.7,House,Queens,9.4,9.1,8.6,flexible,1,1,2.3 shared bath,9.9,9.8,300.0
2,1.13,2,40.69967,-73.99722,Private room,87,5,29,364,43,2,75.7,Apartment,Queens,9.7,7.1,8.7,flexible,1,1,1.1 baths,9.9,8.3,213.47
3,1.78,3,40.68935,-73.98824,Entire home/apt,82,9,19,332,1,3,89.0,House,Staten Island,9.4,9.0,10.0,strict,0,0,1.8 bath,8.3,8.0,300.0
4,1.56,1,40.6973,-74.01761,Entire home/apt,98,9,14,238,9,2,79.9,Apartment,Brooklyn,7.0,8.2,9.1,strict,0,1,1.6 baths,8.3,8.9,300.0
3,2.16,2,40.70963,-74.02012,Entire home/apt,63,3,15,335,34,6,83.0,House,Bronx,7.5,8.8,9.9,flexible,1,1,2.2 shared bath,8.8,8.4,300.0
4,2.05,1,40.7059,-73.99396,Entire home/apt,68,7,11,341,33,8,85.4,House,Brooklyn,8.4,8.1,9.6,flexible,0,0,2.0 shared bath,8.2,9.0,300.0
1,1.96,2,40.70852,-74.00352,Private room,81,8,13,355,18,9,83.8,House,Queens,9.1,7.9,9.2,flexible,0,0,2.0 baths,8.6,9.9,215.43
